"cluster"	"Expression_class"	"miRNAcluster_sign"	"signature"	"minimal_number_DB"	"Cluster_members"	"miRNA_targets"
"cl904_chr5"	"2"	"up"	"down"	"3"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:ABLIM3/hsa-miR-449a:ATXN7L3/hsa-miR-449a:BNC2/hsa-miR-449a:BRPF3/hsa-miR-449a:CHST12/hsa-miR-449a:CNOT6/hsa-miR-449a:CNOT6L/hsa-miR-449a:CRHR1/hsa-miR-449a:DLL1/hsa-miR-449a:DPYSL4/hsa-miR-449a:FBXO30/hsa-miR-449a:FRMD4A/hsa-miR-449a:GAS1/hsa-miR-449a:GNAO1/hsa-miR-449a:HTR2C/hsa-miR-449a:JPH3/hsa-miR-449a:LGI1/hsa-miR-449a:LGR4/hsa-miR-449a:MAPK13/hsa-miR-449a:MAPT/hsa-miR-449a:MLLT3/hsa-miR-449a:PGRMC2/hsa-miR-449a:PID1/hsa-miR-449a:SLC2A13/hsa-miR-449a:SOX4/hsa-miR-449a:SYN2/hsa-miR-449a:TMCC3/hsa-miR-449a:TOX/hsa-miR-449a:ZNF641/hsa-miR-449a:ZYG11B"
"cl904_chr5"	"2"	"up"	"down"	"4"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:BRPF3/hsa-miR-449a:CNOT6/hsa-miR-449a:CRHR1/hsa-miR-449a:DLL1/hsa-miR-449a:DPYSL4/hsa-miR-449a:FBXO30/hsa-miR-449a:GAS1/hsa-miR-449a:HTR2C/hsa-miR-449a:LGI1/hsa-miR-449a:LGR4/hsa-miR-449a:MAPT/hsa-miR-449a:MLLT3/hsa-miR-449a:PGRMC2/hsa-miR-449a:PID1/hsa-miR-449a:SOX4/hsa-miR-449a:TMCC3/hsa-miR-449a:TOX"
"cl904_chr5"	"3"	"down"	"up"	"2"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:ATG5/hsa-miR-449a:C17orf80/hsa-miR-449a:C6orf120/hsa-miR-449a:CNTNAP5/hsa-miR-449a:CRIP2/hsa-miR-449a:CSNK1G1/hsa-miR-449a:DCX/hsa-miR-449a:FGF13/hsa-miR-449a:FOXG1/hsa-miR-449a:IBTK/hsa-miR-449a:KCNG1/hsa-miR-449a:KCNH7/hsa-miR-449a:KLHDC3/hsa-miR-449a:MARCKS/hsa-miR-449a:MYCBP2/hsa-miR-449a:MYRIP/hsa-miR-449a:MYT1/hsa-miR-449a:NFE2L1/hsa-miR-449a:NPTX1/hsa-miR-449a:NRN1/hsa-miR-449a:NTN4/hsa-miR-449a:POU2F1/hsa-miR-449a:PPP2R5D/hsa-miR-449a:RELN/hsa-miR-449a:REPS1/hsa-miR-449a:SAMD3/hsa-miR-449a:SMAP1/hsa-miR-449a:SNAP91/hsa-miR-449a:SNX30/hsa-miR-449a:SPOP/hsa-miR-449a:TANC2/hsa-miR-449a:TBP/hsa-miR-449a:TGFBR3/hsa-miR-449a:XPO5/hsa-miR-449a:ZNF324"
"cl904_chr5"	"3"	"down"	"up"	"3"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:CSNK1G1/hsa-miR-449a:DCX/hsa-miR-449a:FOXG1/hsa-miR-449a:KCNH7/hsa-miR-449a:KLHDC3/hsa-miR-449a:MYRIP/hsa-miR-449a:NFE2L1/hsa-miR-449a:NPTX1/hsa-miR-449a:NRN1/hsa-miR-449a:NTN4/hsa-miR-449a:RELN/hsa-miR-449a:SNX30/hsa-miR-449a:TANC2/hsa-miR-449a:TGFBR3/hsa-miR-449a:XPO5"
"cl904_chr5"	"3"	"down"	"up"	"4"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:KCNH7/hsa-miR-449a:MYRIP/hsa-miR-449a:NFE2L1/hsa-miR-449a:NRN1/hsa-miR-449a:RELN/hsa-miR-449a:TANC2/hsa-miR-449a:XPO5"
"cl904_chr5"	"3"	"down"	"down"	"2"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:ADAM12/hsa-miR-449a:AKAP6/hsa-miR-449a:CCNJL/hsa-miR-449a:CDC14A/hsa-miR-449a:CDK6/hsa-miR-449a:COL25A1/hsa-miR-449a:CREB5/hsa-miR-449a:DRD2/hsa-miR-449a:FAM53C/hsa-miR-449a:FANCC/hsa-miR-449a:GCNT2/hsa-miR-449a:GLI2/hsa-miR-449a:GPR85/hsa-miR-449a:GPX8/hsa-miR-449a:JAZF1/hsa-miR-449a:KCNH5/hsa-miR-449a:KCNIP1/hsa-miR-449a:KIAA1210/hsa-miR-449a:LEF1/hsa-miR-449a:MMP2/hsa-miR-449a:NFATC4/hsa-miR-449a:NUDT13/hsa-miR-449a:PALLD/hsa-miR-449a:PALM3/hsa-miR-449a:PARD6B/hsa-miR-449a:PPM1A/hsa-miR-449a:PYGO2/hsa-miR-449a:SYT1/hsa-miR-449a:TBCK/hsa-miR-449a:TMBIM1/hsa-miR-449a:TMEM25/hsa-miR-449a:TNFRSF11B/hsa-miR-449a:TP53INP1/hsa-miR-449a:TSHZ2/hsa-miR-449a:VWA1"
"cl904_chr5"	"3"	"down"	"down"	"3"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:AKAP6/hsa-miR-449a:CCNJL/hsa-miR-449a:CDK6/hsa-miR-449a:CREB5/hsa-miR-449a:FAM53C/hsa-miR-449a:GPR85/hsa-miR-449a:KCNH5/hsa-miR-449a:KIAA1210/hsa-miR-449a:LEF1/hsa-miR-449a:PARD6B/hsa-miR-449a:PPM1A/hsa-miR-449a:SYT1/hsa-miR-449a:TSHZ2"
"cl904_chr5"	"3"	"down"	"down"	"4"	"hsa-miR-449a/hsa-miR-449b-5p/hsa-miR-449b-3p/hsa-miR-449c-5p/hsa-miR-449c-3p"	"hsa-miR-449a:AKAP6/hsa-miR-449a:GPR85/hsa-miR-449a:LEF1/hsa-miR-449a:PPM1A/hsa-miR-449a:SYT1/hsa-miR-449a:TSHZ2"
"cl975_chr6"	"2"	"down"	"up"	"2"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:ABCC4/hsa-miR-133b:ADAMTS5/hsa-miR-133b:ARHGAP18/hsa-miR-133b:B3GNT9/hsa-miR-133b:CACNA2D4/hsa-miR-133b:CMTM6/hsa-miR-133b:COL6A3/hsa-miR-133b:DAND5/hsa-miR-133b:DNAJC3/hsa-miR-133b:DOCK9/hsa-miR-133b:DOK1/hsa-miR-133b:EIF4A1/hsa-miR-133b:EMP2/hsa-miR-133b:ESYT1/hsa-miR-133b:ETF1/hsa-miR-133b:FBN1/hsa-miR-133b:FOXP4/hsa-miR-133b:FUT4/hsa-miR-133b:GDNF/hsa-miR-133b:GPR173/hsa-miR-133b:HYOU1/hsa-miR-133b:LZTFL1/hsa-miR-133b:MEIS1/hsa-miR-133b:MSN/hsa-miR-133b:PDIA3/hsa-miR-133b:PFAS/hsa-miR-133b:PI4K2B/hsa-miR-133b:PLK3/hsa-miR-133b:PRPS2/hsa-miR-133b:QPCTL/hsa-miR-133b:RARB/hsa-miR-133b:SERBP1/hsa-miR-133b:SF3A3/hsa-miR-133b:SLC30A5/hsa-miR-133b:SPTLC2/hsa-miR-133b:SQLE/hsa-miR-133b:STC2/hsa-miR-133b:STT3A/hsa-miR-133b:SURF4/hsa-miR-133b:TEAD1/hsa-miR-133b:TMEM123/hsa-miR-133b:TRDN/hsa-miR-133b:TSPAN18/hsa-miR-133b:ZBTB1/hsa-miR-133b:ZC3HAV1/hsa-miR-206:ABCC4/hsa-miR-206:ACAP2/hsa-miR-206:AFF1/hsa-miR-206:ANXA2/hsa-miR-206:ARHGAP18/hsa-miR-206:ARHGAP32/hsa-miR-206:CACNA2D4/hsa-miR-206:CALU/hsa-miR-206:CAPZA1/hsa-miR-206:CD28/hsa-miR-206:COL6A3/hsa-miR-206:CRTAP/hsa-miR-206:CRX/hsa-miR-206:DISC1/hsa-miR-206:DLG1/hsa-miR-206:DOCK9/hsa-miR-206:EML4/hsa-miR-206:ENAM/hsa-miR-206:FAM107B/hsa-miR-206:FNDC3B/hsa-miR-206:GOLPH3L/hsa-miR-206:HAND2/hsa-miR-206:HK2/hsa-miR-206:HSD17B11/hsa-miR-206:HSP90B1/hsa-miR-206:HSPE1/hsa-miR-206:LMAN1/hsa-miR-206:MEIS1/hsa-miR-206:MIPOL1/hsa-miR-206:NUBPL/hsa-miR-206:PAX3/hsa-miR-206:PDIA6/hsa-miR-206:PGM5/hsa-miR-206:PLP2/hsa-miR-206:PPP2R2B/hsa-miR-206:PPTC7/hsa-miR-206:PRPS2/hsa-miR-206:RALGPS2/hsa-miR-206:RARB/hsa-miR-206:RPL15/hsa-miR-206:RPS27L/hsa-miR-206:SEC61A1/hsa-miR-206:SRI/hsa-miR-206:SRPK2/hsa-miR-206:STC2/hsa-miR-206:SURF4/hsa-miR-206:TLK1/hsa-miR-206:TNC/hsa-miR-206:TNK1/hsa-miR-206:WDR12/hsa-miR-206:ZBTB26/hsa-miR-206:ZC3HAV1/hsa-miR-206:ZMAT3/hsa-miR-206:ZNF516"
"cl975_chr6"	"2"	"down"	"up"	"3"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:ADAMTS5/hsa-miR-133b:B3GNT9/hsa-miR-133b:CACNA2D4/hsa-miR-133b:CMTM6/hsa-miR-133b:DNAJC3/hsa-miR-133b:EIF4A1/hsa-miR-133b:EMP2/hsa-miR-133b:ETF1/hsa-miR-133b:FBN1/hsa-miR-133b:FOXP4/hsa-miR-133b:GPR173/hsa-miR-133b:HYOU1/hsa-miR-133b:MEIS1/hsa-miR-133b:MSN/hsa-miR-133b:PFAS/hsa-miR-133b:RARB/hsa-miR-133b:SPTLC2/hsa-miR-133b:SQLE/hsa-miR-133b:TEAD1/hsa-miR-133b:TMEM123/hsa-miR-133b:TSPAN18/hsa-miR-133b:ZC3HAV1/hsa-miR-206:ANXA2/hsa-miR-206:CACNA2D4/hsa-miR-206:DLG1/hsa-miR-206:EML4/hsa-miR-206:FAM107B/hsa-miR-206:FNDC3B/hsa-miR-206:HAND2/hsa-miR-206:HSP90B1/hsa-miR-206:HSPE1/hsa-miR-206:MEIS1/hsa-miR-206:MIPOL1/hsa-miR-206:PAX3/hsa-miR-206:RARB/hsa-miR-206:SEC61A1/hsa-miR-206:SRI/hsa-miR-206:STC2/hsa-miR-206:ZC3HAV1/hsa-miR-206:ZMAT3"
"cl975_chr6"	"2"	"down"	"down"	"2"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:ALDH5A1/hsa-miR-133b:ANKRD44/hsa-miR-133b:C20orf194/hsa-miR-133b:CD200/hsa-miR-133b:CD200R1/hsa-miR-133b:CDK5R1/hsa-miR-133b:CMTM1/hsa-miR-133b:CNP/hsa-miR-133b:DAPK2/hsa-miR-133b:DDX31/hsa-miR-133b:DLG5/hsa-miR-133b:DPP6/hsa-miR-133b:ELF2/hsa-miR-133b:FBXL20/hsa-miR-133b:FN3K/hsa-miR-133b:FRMD5/hsa-miR-133b:GLRA2/hsa-miR-133b:GOSR2/hsa-miR-133b:GRIA2/hsa-miR-133b:HIVEP2/hsa-miR-133b:ICK/hsa-miR-133b:IFT20/hsa-miR-133b:LASP1/hsa-miR-133b:LIN28B/hsa-miR-133b:MAML3/hsa-miR-133b:MED12L/hsa-miR-133b:MLLT3/hsa-miR-133b:MMP15/hsa-miR-133b:NCOA7/hsa-miR-133b:NID2/hsa-miR-133b:NTRK3/hsa-miR-133b:PDE1A/hsa-miR-133b:PDIK1L/hsa-miR-133b:PIP4K2B/hsa-miR-133b:PRKCB/hsa-miR-133b:PSD3/hsa-miR-133b:PTPRS/hsa-miR-133b:RAB34/hsa-miR-133b:RAB8B/hsa-miR-133b:RAPH1/hsa-miR-133b:RC3H1/hsa-miR-133b:RIMS1/hsa-miR-133b:SH3GL2/hsa-miR-133b:SH3GL3/hsa-miR-133b:SLC2A13/hsa-miR-133b:SNRK/hsa-miR-133b:SORBS3/hsa-miR-133b:SOX4/hsa-miR-133b:SS18L1/hsa-miR-133b:SYN2/hsa-miR-133b:TAOK1/hsa-miR-133b:TULP3/hsa-miR-133b:TULP4/hsa-miR-133b:UBE2Z/hsa-miR-133b:WNT5A/hsa-miR-133b:YPEL2/hsa-miR-133b:ZBTB38/hsa-miR-133b:ZNF319/hsa-miR-133b:ZNF69/hsa-miR-206:ABHD2/hsa-miR-206:ANKMY2/hsa-miR-206:ATXN7L3/hsa-miR-206:BNC2/hsa-miR-206:CEP170/hsa-miR-206:CHRD/hsa-miR-206:CIDEB/hsa-miR-206:CLEC4D/hsa-miR-206:CSMD1/hsa-miR-206:DCAF12L1/hsa-miR-206:DIP2C/hsa-miR-206:DLG5/hsa-miR-206:DTNB/hsa-miR-206:DTX1/hsa-miR-206:EDIL3/hsa-miR-206:ELF2/hsa-miR-206:EN2/hsa-miR-206:EPB41L1/hsa-miR-206:EPB41L4A/hsa-miR-206:FBXL20/hsa-miR-206:FBXO11/hsa-miR-206:FBXO9/hsa-miR-206:GAS1/hsa-miR-206:GPR107/hsa-miR-206:GRIA2/hsa-miR-206:HIVEP2/hsa-miR-206:ICK/hsa-miR-206:INPP5F/hsa-miR-206:ITIH5/hsa-miR-206:KCTD13/hsa-miR-206:KDM2B/hsa-miR-206:KIAA0319/hsa-miR-206:KIF1B/hsa-miR-206:KLHL29/hsa-miR-206:KLHL5/hsa-miR-206:KRAS/hsa-miR-206:LASP1/hsa-miR-206:LRP1/hsa-miR-206:MACF1/hsa-miR-206:MAML3/hsa-miR-206:MAP2/hsa-miR-206:MAP4K2/hsa-miR-206:MLLT3/hsa-miR-206:MTSS1/hsa-miR-206:NBEA/hsa-miR-206:NEDD4L/hsa-miR-206:OSBPL2/hsa-miR-206:PAX6/hsa-miR-206:PDIK1L/hsa-miR-206:PGRMC2/hsa-miR-206:PHF2/hsa-miR-206:PRDM2/hsa-miR-206:PTPRS/hsa-miR-206:PURG/hsa-miR-206:RAB8B/hsa-miR-206:RBM24/hsa-miR-206:RGS7/hsa-miR-206:RNF144A/hsa-miR-206:RNF182/hsa-miR-206:RUNDC1/hsa-miR-206:SALL2/hsa-miR-206:SETBP1/hsa-miR-206:SH3BGRL3/hsa-miR-206:SH3BP5/hsa-miR-206:SH3GL3/hsa-miR-206:SLC2A13/hsa-miR-206:SMAD1/hsa-miR-206:STX12/hsa-miR-206:SYN2/hsa-miR-206:TBC1D9/hsa-miR-206:TES/hsa-miR-206:TESK2/hsa-miR-206:TEX2/hsa-miR-206:TMEM108/hsa-miR-206:TOX/hsa-miR-206:TRPC5/hsa-miR-206:TSPYL4/hsa-miR-206:UBE2L6/hsa-miR-206:UNC5D/hsa-miR-206:VPS45/hsa-miR-206:WBP2/hsa-miR-206:YPEL2/hsa-miR-206:ZBTB38/hsa-miR-206:ZBTB8A/hsa-miR-206:ZNF215/hsa-miR-206:ZNF578/hsa-miR-206:ZNF827"
"cl975_chr6"	"2"	"down"	"down"	"3"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:ALDH5A1/hsa-miR-133b:ANKRD44/hsa-miR-133b:C20orf194/hsa-miR-133b:CDK5R1/hsa-miR-133b:CNP/hsa-miR-133b:DAPK2/hsa-miR-133b:ELF2/hsa-miR-133b:FRMD5/hsa-miR-133b:GLRA2/hsa-miR-133b:GRIA2/hsa-miR-133b:HIVEP2/hsa-miR-133b:LASP1/hsa-miR-133b:LIN28B/hsa-miR-133b:MAML3/hsa-miR-133b:MED12L/hsa-miR-133b:MLLT3/hsa-miR-133b:MMP15/hsa-miR-133b:PDIK1L/hsa-miR-133b:PSD3/hsa-miR-133b:RAB34/hsa-miR-133b:RAPH1/hsa-miR-133b:RIMS1/hsa-miR-133b:SH3GL2/hsa-miR-133b:SNRK/hsa-miR-133b:SORBS3/hsa-miR-133b:SOX4/hsa-miR-133b:TULP4/hsa-miR-133b:UBE2Z/hsa-miR-133b:YPEL2/hsa-miR-133b:ZBTB38/hsa-miR-206:ABHD2/hsa-miR-206:DLG5/hsa-miR-206:EPB41L1/hsa-miR-206:HIVEP2/hsa-miR-206:KCTD13/hsa-miR-206:KLHL5/hsa-miR-206:KRAS/hsa-miR-206:LASP1/hsa-miR-206:MAP4K2/hsa-miR-206:MTSS1/hsa-miR-206:NBEA/hsa-miR-206:NEDD4L/hsa-miR-206:PAX6/hsa-miR-206:PDIK1L/hsa-miR-206:PTPRS/hsa-miR-206:SETBP1/hsa-miR-206:SH3BGRL3/hsa-miR-206:SLC2A13/hsa-miR-206:STX12/hsa-miR-206:TEX2/hsa-miR-206:TSPYL4/hsa-miR-206:YPEL2/hsa-miR-206:ZNF827"
"cl975_chr6"	"2"	"down"	"down"	"4"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:ALDH5A1/hsa-miR-133b:C20orf194/hsa-miR-133b:ELF2/hsa-miR-133b:GLRA2/hsa-miR-133b:HIVEP2/hsa-miR-133b:LASP1/hsa-miR-133b:MAML3/hsa-miR-133b:MED12L/hsa-miR-133b:MLLT3/hsa-miR-133b:PDIK1L/hsa-miR-133b:RAPH1/hsa-miR-133b:RIMS1/hsa-miR-133b:SH3GL2/hsa-miR-133b:SNRK/hsa-miR-133b:SORBS3/hsa-miR-133b:SOX4/hsa-miR-133b:YPEL2/hsa-miR-133b:ZBTB38/hsa-miR-206:HIVEP2/hsa-miR-206:KCTD13/hsa-miR-206:MTSS1/hsa-miR-206:NEDD4L/hsa-miR-206:PDIK1L/hsa-miR-206:SETBP1/hsa-miR-206:SH3BGRL3"
"cl975_chr6"	"3"	"up"	"up"	"2"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:ALAD/hsa-miR-133b:BTBD9/hsa-miR-133b:CASC3/hsa-miR-133b:CNKSR2/hsa-miR-133b:CSNK1G1/hsa-miR-133b:E2F7/hsa-miR-133b:FOXG1/hsa-miR-133b:FOXK2/hsa-miR-133b:GABRA5/hsa-miR-133b:GCLC/hsa-miR-133b:HDAC5/hsa-miR-133b:PPP2R5D/hsa-miR-133b:PTBP1/hsa-miR-133b:RWDD2A/hsa-miR-133b:SGK1/hsa-miR-133b:SLC16A6/hsa-miR-133b:SNX30/hsa-miR-133b:ST6GAL1/hsa-miR-133b:TMEM86A/hsa-miR-133b:XIRP1/hsa-miR-133b:ZHX3/hsa-miR-206:ARHGAP21/hsa-miR-206:ASRGL1/hsa-miR-206:C4orf33/hsa-miR-206:C6orf120/hsa-miR-206:COIL/hsa-miR-206:COX11/hsa-miR-206:DCBLD2/hsa-miR-206:EHMT2/hsa-miR-206:FAM8A1/hsa-miR-206:FKBP5/hsa-miR-206:GCLC/hsa-miR-206:IDH3A/hsa-miR-206:INSM1/hsa-miR-206:KCNJ2/hsa-miR-206:MAB21L1/hsa-miR-206:MARCKS/hsa-miR-206:MPEG1/hsa-miR-206:MYT1L/hsa-miR-206:NPTX1/hsa-miR-206:PHLDA1/hsa-miR-206:PTBP1/hsa-miR-206:RAB23/hsa-miR-206:RHOT1/hsa-miR-206:RNF8/hsa-miR-206:RNGTT/hsa-miR-206:SLC16A6/hsa-miR-206:SLC31A1/hsa-miR-206:SMAP1/hsa-miR-206:ST6GAL1/hsa-miR-206:TBP/hsa-miR-206:TGFBR3/hsa-miR-206:ZNF451"
"cl975_chr6"	"3"	"up"	"up"	"3"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:CASC3/hsa-miR-133b:CSNK1G1/hsa-miR-133b:E2F7/hsa-miR-133b:FOXG1/hsa-miR-133b:FOXK2/hsa-miR-133b:PPP2R5D/hsa-miR-133b:PTBP1/hsa-miR-133b:RWDD2A/hsa-miR-133b:SGK1/hsa-miR-133b:SLC16A6/hsa-miR-133b:SNX30/hsa-miR-206:ARHGAP21/hsa-miR-206:COIL/hsa-miR-206:GCLC/hsa-miR-206:KCNJ2/hsa-miR-206:MAB21L1/hsa-miR-206:MARCKS/hsa-miR-206:PHLDA1/hsa-miR-206:PTBP1/hsa-miR-206:RNGTT/hsa-miR-206:SLC16A6/hsa-miR-206:SLC31A1/hsa-miR-206:SMAP1/hsa-miR-206:TBP/hsa-miR-206:TGFBR3"
"cl975_chr6"	"3"	"up"	"down"	"2"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:CREB5/hsa-miR-133b:CSPG4/hsa-miR-133b:DHDDS/hsa-miR-133b:EBF2/hsa-miR-133b:EPHB4/hsa-miR-133b:GLI3/hsa-miR-133b:HHAT/hsa-miR-133b:HOXD3/hsa-miR-133b:JAZF1/hsa-miR-133b:KCNH5/hsa-miR-133b:KCNIP1/hsa-miR-133b:KPNA6/hsa-miR-133b:MAT2B/hsa-miR-133b:PRRX1/hsa-miR-133b:RUNX2/hsa-miR-133b:SGCD/hsa-miR-133b:SLC4A8/hsa-miR-133b:SYT1/hsa-miR-133b:TXLNA/hsa-miR-206:ADAM12/hsa-miR-206:AKAP6/hsa-miR-206:ANTXR1/hsa-miR-206:ATAD3C/hsa-miR-206:CDK6/hsa-miR-206:CREB5/hsa-miR-206:CRYZ/hsa-miR-206:EMILIN3/hsa-miR-206:FUT3/hsa-miR-206:GPR85/hsa-miR-206:HDAC4/hsa-miR-206:HSDL1/hsa-miR-206:KCNH5/hsa-miR-206:LEF1/hsa-miR-206:MAN1C1/hsa-miR-206:MAP6/hsa-miR-206:NRCAM/hsa-miR-206:PALLD/hsa-miR-206:PDGFA/hsa-miR-206:PEF1/hsa-miR-206:PGM2/hsa-miR-206:PLEKHO2/hsa-miR-206:PYGO2/hsa-miR-206:ROBO2/hsa-miR-206:SCHIP1/hsa-miR-206:SEC23B/hsa-miR-206:SERPINB8/hsa-miR-206:SLC4A8/hsa-miR-206:SMAD2/hsa-miR-206:STK3/hsa-miR-206:SYT1/hsa-miR-206:TCERG1L/hsa-miR-206:TP53INP1/hsa-miR-206:WDR1/hsa-miR-206:ZBTB6/hsa-miR-206:ZSCAN20"
"cl975_chr6"	"3"	"up"	"down"	"3"	"hsa-miR-206/hsa-miR-133b"	"hsa-miR-133b:CREB5/hsa-miR-133b:EBF2/hsa-miR-133b:EPHB4/hsa-miR-133b:JAZF1/hsa-miR-133b:KPNA6/hsa-miR-133b:SGCD/hsa-miR-133b:SLC4A8/hsa-miR-133b:SYT1/hsa-miR-133b:TXLNA/hsa-miR-206:ADAM12/hsa-miR-206:ANTXR1/hsa-miR-206:CDK6/hsa-miR-206:CREB5/hsa-miR-206:GPR85/hsa-miR-206:HDAC4/hsa-miR-206:MAN1C1/hsa-miR-206:NRCAM/hsa-miR-206:PDGFA/hsa-miR-206:PGM2/hsa-miR-206:SEC23B/hsa-miR-206:SYT1/hsa-miR-206:WDR1/hsa-miR-206:ZBTB6"
"cl1034_chr7"	"3"	"up"	"down"	"2"	"hsa-miR-489/hsa-miR-653"	"hsa-miR-489:CREB5/hsa-miR-489:GLI3/hsa-miR-489:JAKMIP2/hsa-miR-489:KPNA6/hsa-miR-489:LHX6/hsa-miR-489:MMP2/hsa-miR-489:SGCD/hsa-miR-653:ADAM12/hsa-miR-653:ADPRHL1/hsa-miR-653:AKAP6/hsa-miR-653:ANXA5/hsa-miR-653:ATP8A1/hsa-miR-653:CALD1/hsa-miR-653:CREB5/hsa-miR-653:DHDDS/hsa-miR-653:FBXL7/hsa-miR-653:FSTL4/hsa-miR-653:GCNT2/hsa-miR-653:GRIA1/hsa-miR-653:HHAT/hsa-miR-653:JAZF1/hsa-miR-653:LYPD6/hsa-miR-653:MAN2A1/hsa-miR-653:MAT2B/hsa-miR-653:MMP2/hsa-miR-653:PARD6B/hsa-miR-653:PLEKHA4/hsa-miR-653:POU3F2/hsa-miR-653:PPM1A/hsa-miR-653:SCHIP1/hsa-miR-653:SHOX2/hsa-miR-653:SLC1A3/hsa-miR-653:SMAD2/hsa-miR-653:SYT1/hsa-miR-653:TCF4/hsa-miR-653:TMEM25/hsa-miR-653:TMEM38B/hsa-miR-653:WDFY3/hsa-miR-653:ZSCAN20"
"cl1101_chr8"	"2"	"up"	"down"	"2"	"hsa-miR-548d-5p/hsa-miR-548d-3p/hsa-miR-548aa"	"hsa-miR-548d-3p:ACSL3/hsa-miR-548d-3p:ATXN7L3/hsa-miR-548d-3p:B3GAT1/hsa-miR-548d-3p:BNC2/hsa-miR-548d-3p:C20orf194/hsa-miR-548d-3p:CDK5R1/hsa-miR-548d-3p:CNOT6L/hsa-miR-548d-3p:CSMD1/hsa-miR-548d-3p:DIP2B/hsa-miR-548d-3p:DTNA/hsa-miR-548d-3p:EDIL3/hsa-miR-548d-3p:ELAVL2/hsa-miR-548d-3p:FBXO11/hsa-miR-548d-3p:GLRA3/hsa-miR-548d-3p:GRIA2/hsa-miR-548d-3p:INPP5F/hsa-miR-548d-3p:KLF3/hsa-miR-548d-3p:KRAS/hsa-miR-548d-3p:MAML3/hsa-miR-548d-3p:NFIX/hsa-miR-548d-3p:PDE10A/hsa-miR-548d-3p:PDIK1L/hsa-miR-548d-3p:PLEKHB2/hsa-miR-548d-3p:PSD3/hsa-miR-548d-3p:PTPN5/hsa-miR-548d-3p:RBMS2/hsa-miR-548d-3p:RIMS1/hsa-miR-548d-3p:SETBP1/hsa-miR-548d-3p:SOX4/hsa-miR-548d-3p:STX7/hsa-miR-548d-3p:TAOK1/hsa-miR-548d-3p:UNC5D/hsa-miR-548d-3p:WDR37/hsa-miR-548d-3p:WNT5A/hsa-miR-548d-3p:ZCCHC14/hsa-miR-548d-5p:ABHD2/hsa-miR-548d-5p:ACSL3/hsa-miR-548d-5p:CLEC4D/hsa-miR-548d-5p:DCTN5/hsa-miR-548d-5p:DIP2B/hsa-miR-548d-5p:DLG5/hsa-miR-548d-5p:FAM135A/hsa-miR-548d-5p:GATAD2B/hsa-miR-548d-5p:HECA/hsa-miR-548d-5p:HIVEP2/hsa-miR-548d-5p:ITIH5/hsa-miR-548d-5p:KLF3/hsa-miR-548d-5p:LMX1A/hsa-miR-548d-5p:MAML3/hsa-miR-548d-5p:MED12L/hsa-miR-548d-5p:NEDD4L/hsa-miR-548d-5p:OSBPL2/hsa-miR-548d-5p:PEX3/hsa-miR-548d-5p:RAB8B/hsa-miR-548d-5p:RALGPS1/hsa-miR-548d-5p:RIMS1/hsa-miR-548d-5p:SMAD1/hsa-miR-548d-5p:STX7/hsa-miR-548d-5p:TBC1D12/hsa-miR-548d-5p:TMCC3/hsa-miR-548d-5p:TTC13/hsa-miR-548d-5p:ULK2/hsa-miR-548d-5p:ZCCHC14"
"cl1101_chr8"	"4"	"down"	"down"	"2"	"hsa-miR-548d-5p/hsa-miR-548d-3p/hsa-miR-548aa"	"hsa-miR-548d-3p:ASH1L/hsa-miR-548d-3p:C20orf27/hsa-miR-548d-3p:KPNA1/hsa-miR-548d-3p:LSM12/hsa-miR-548d-3p:OTX2/hsa-miR-548d-3p:PSMD12/hsa-miR-548d-3p:TCF3/hsa-miR-548d-5p:BCL11B/hsa-miR-548d-5p:KPNA1/hsa-miR-548d-5p:NEFM/hsa-miR-548d-5p:OTX2/hsa-miR-548d-5p:PCLO"
